"ISSUENAME","KENDALLPVALUE","KENDALLTAU","MANNWHITNEYPVALUE","PEARSONCOR","PEARSONPVALUE","PROJECTNAME","SHAPIROWILKPVALUE"
"code_smells.antisingleton","0.742044920877941","0.00797107445128213","1.01679391153333e-26","-0.00355679104069523","0.8852787031987","QC:argouml","6.81582412816431e-67"
"code_smells.baseclass_abstract","0.582561049080452","-0.0133110390446314","2.25760378203971e-34","-0.0109089532428867","0.658104076451583","QC:argouml","5.54425601513244e-68"
"code_smells.class_data_private","0.0116231723750898","-0.0611097821128944","2.27826806612363e-11","-0.0500820224114233","0.0420685778561239","QC:argouml","1.6202703723801e-64"
"code_smells.complex_class","1.29343843017985e-22","0.23699087077711","6.51890026099457e-15","0.241256354633521","2.97343300574701e-23","QC:argouml","5.47234054352544e-56"
"code_smells.lazy_class","0.176330205547829","-0.0327453433140263","2.96227222532026e-14","-0.0385518440533031","0.117717085397213","QC:argouml","4.85116568302601e-65"
"code_smells.long_method","0.000110749825298239","0.0936183440144581","1.15810798865116e-29","0.0792423263469459","0.00128409920803502","QC:argouml","5.04817030439724e-54"
"code_smells.long_parameter_list","0.510318381946132","0.0159433336506757","4.91948715877161e-06","-0.000624689649528826","0.979783457177018","QC:argouml","2.64470917241319e-63"
"code_smells.many_field_attributes_not_complex","0.582561049080452","-0.0133110390446314","2.25760378203971e-34","-0.0109089532428867","0.658104076451583","QC:argouml","5.54425601513244e-68"
"code_smells.message_chains","0.75113244255033","-0.0076804644185605","1.28400904042373e-35","-0.0062944618331297","0.798463683829197","QC:argouml","3.37078178166273e-68"
"code_smells.spaghetti_code","0.590275200719189","0.0130395520743841","1.39706503353653e-32","-0.00599554333079057","0.80784273148326","QC:argouml","1.03977385597657e-67"
"code_smells.speculative_generality","0.653684804924315","-0.0108651159034392","5.44890607266425e-35","-0.0089044169258122","0.717940425438687","QC:argouml","4.38618790998499e-68"
"common.java.DuplicatedBlocks","5.13054353446698e-06","0.110416283449787","1.4354058976603e-291","0.110059988170565","7.52864873821341e-06","QC:argouml","1.59983812465699e-55"
"squid.ClassCyclomaticComplexity","0.173827161436674","0.0329358786834051","1.68994194001685e-23","0.049681842222364","0.043739619284591","QC:argouml","1.8963231067239e-66"
"squid.ClassVariableVisibilityCheck","0.0116420751967643","-0.0606436242527021","1.5679329908323e-10","-0.0266431800040629","0.279712152972609","QC:argouml","7.65991197239619e-67"
"squid.CommentedOutCodeLine","2.94814453192886e-14","0.178892161903868","1.78690260625345e-11","0.103512146566287","2.55077191313798e-05","QC:argouml","2.5885670235926e-63"
"squid.EmptyStatementUsageCheck","0.214083838842978","0.0300880407151664","9.13656397218198e-34","0.0683340431716395","0.00551679999416979","QC:argouml","6.90682527723285e-68"
"squid.ForLoopCounterChangedCheck","0.0180673471338878","0.0572243747765701","4.64440394105809e-33","0.0249311629141005","0.311784858743715","QC:argouml","7.08743624316767e-68"
"squid.HiddenFieldCheck","0.430650572167566","0.0190805927515323","3.74842311021682e-33","0.00298693455168847","0.90356069004432","QC:argouml","8.00580382502484e-68"
"squid.LabelsShouldNotBeUsedCheck","0.591461777196607","0.0129920257231827","1.91552983584013e-32","-0.00818006619024709","0.740019135911013","QC:argouml","4.31530523369005e-68"
"squid.MethodCyclomaticComplexity","6.64981691402556e-07","0.118427211763306","0.00570783543254704","0.0331166548679837","0.179033173687378","QC:argouml","1.15594815559016e-65"
"squid.MissingDeprecatedCheck","0.118097836704788","0.0376836481073433","1.12665853338995e-14","0.104470649588296","2.14286724191477e-05","QC:argouml","5.52067852792836e-66"
"squid.ModifiersOrderCheck","0.291398812061213","-0.0255275243820757","1.25381247041776e-29","-0.00718122798382147","0.770815330475662","QC:argouml","3.66834624057387e-68"
"squid.ObjectFinalizeOverridenCheck","0.653684804924315","-0.0108651159034392","5.44890607266425e-35","-0.0089044169258122","0.717940425438687","QC:argouml","4.38618790998499e-68"
"squid.RedundantThrowsDeclarationCheck","0.33400203531046","0.0233416343192912","1.66002443775516e-21","-0.00764643265255147","0.756423873398363","QC:argouml","5.56923284832728e-68"
"squid.RightCurlyBraceStartLineCheck","0.75113244255033","-0.0076804644185605","1.51880272243977e-35","-0.0062944618331297","0.798463683829197","QC:argouml","3.37078178166273e-68"
"squid.S00100","0.368687058844478","-0.0217550276368692","3.08919174202324e-31","-0.00873074550713924","0.723213447893754","QC:argouml","4.36868314251169e-68"
"squid.S00105","0.807472414089349","-0.00590149203936186","4.45075409873283e-93","-0.00571235382858241","0.816753806778247","QC:argouml","1.36255354834367e-50"
"squid.S00107","0.477689968388189","-0.01718552225788","4.64440394105809e-33","-0.0124466808483516","0.613617675575269","QC:argouml","7.08743624316767e-68"
"squid.S00108","0.0842362798712579","0.0417178033364705","2.12510033363006e-22","2.15160639029329e-05","0.999303611188053","QC:argouml","2.97227676965214e-67"
"squid.S00112","0.00979757005650991","0.0624460295999456","1.73197065417697e-22","0.0548415462214331","0.0259934312411692","QC:argouml","6.1467976994359e-67"
"squid.S00115","0.361823441084037","0.0220491575093603","1.03572515624626e-28","-0.00539651598727574","0.826720163395436","QC:argouml","6.6144071871103e-68"
"squid.S00116","0.00595586017018654","-0.0660844678612138","2.28037604256373e-08","-0.0433866266408866","0.0782727004958081","QC:argouml","5.72928300988317e-65"
"squid.S00117","0.314583261347066","-0.0243306396685458","3.76021529408748e-30","-0.00753524727969367","0.759856018770408","QC:argouml","3.8218264859333e-68"
"squid.S00120","0.641076174149948","0.0112900235860931","0.0105580161179911","0.0188555453446754","0.444308019874759","QC:argouml","3.8396633473183e-62"
"squid.S00122","0.3334058509382","-0.0233529707779099","2.58196810109609e-21","0.000966295649297099","0.968732875720517","QC:argouml","8.70820743112827e-68"
"squid.S106","0.394335243742766","-0.0205661959584645","1.56965438740609e-22","-0.014137014143392","0.566310734972889","QC:argouml","1.55005379545946e-67"
"squid.S1065","0.75113244255033","-0.0076804644185605","1.28400904042373e-35","-0.0062944618331297","0.798463683829197","QC:argouml","3.37078178166273e-68"
"squid.S1066","5.98734686063959e-05","0.0964404853477479","0.00116838283967892","0.0655368618266068","0.00778283006733774","QC:argouml","1.02674599398704e-66"
"squid.S1067","0.0663097650288265","0.0443518353727913","2.97493148876403e-19","0.0360614052787083","0.143385765702857","QC:argouml","1.6951822549645e-66"
"squid.S1068","0.759063888363641","-0.00740837485300534","8.82388947017526e-14","-0.000144471628011045","0.995324058190408","QC:argouml","1.39762224544969e-65"
"squid.S1118","0.0330295812378351","-0.0516248065641476","4.64121590078943e-16","-0.0423086882318549","0.0859772049893861","QC:argouml","2.42834453524189e-65"
"squid.S1125","0.368687192498566","-0.0217541997412306","2.44718817499478e-31","-0.0166839981716938","0.498514104509336","QC:argouml","1.35153283057644e-67"
"squid.S1126","0.806531503828396","-0.00592584186978044","6.06312255949498e-14","0.0220570739618562","0.370867887795466","QC:argouml","5.31579272039697e-65"
"squid.S1132","1.43676952246283e-05","0.103508039781024","0.217444438783884","0.0368916493839752","0.134390491235765","QC:argouml","6.16650688605183e-67"
"squid.S1133","0.000138424584746207","0.091187250789229","0.0340756686586392","0.354578349464915","5.225852513251e-50","QC:argouml","2.09484251027071e-66"
"squid.S1134","0.457666134451825","-0.0179715310140577","2.8020737288768e-24","-0.0153346333248451","0.533887715772832","QC:argouml","5.91864627993344e-67"
"squid.S1135","1.65289585802747e-20","0.211210135751352","2.07114475214202e-65","0.173360580073131","1.37995044103732e-12","QC:argouml","1.19782820687297e-60"
"squid.S1141","0.0681365978378243","0.0440968539956461","1.42300346869101e-25","0.024025808586001","0.32968827843535","QC:argouml","6.87833215258573e-67"
"squid.S1143","0.582561049080452","-0.0133110390446314","2.25760378203971e-34","-0.0109089532428867","0.658104076451583","QC:argouml","5.54425601513244e-68"
"squid.S1145","0.0652585680994625","0.0446230872117986","5.95747578057996e-32","0.0505791261183792","0.0400682706225035","QC:argouml","1.01838554397617e-67"
"squid.S1147","0.108169545647996","0.0388967893854359","2.6060488352816e-34","0.0182020285218592","0.460257951269285","QC:argouml","4.24389740617448e-68"
"squid.S1148","0.145129916790869","0.0352621783551519","7.86250906705206e-31","0.0585573470555886","0.0174349279186703","QC:argouml","1.62467746193512e-67"
"squid.S1149","5.73510903314161e-09","0.139589157140165","0.00990626901412056","0.0117773406326475","0.632819886875579","QC:argouml","3.99553382312572e-67"
"squid.S1150","0.137506543172927","0.0359662511934411","2.25760378203971e-34","0.0291310354971518","0.23722775960091","QC:argouml","5.54425601513244e-68"
"squid.S1151","0.504789930681303","0.016111179050319","6.83880408442818e-24","-0.00714772354860047","0.771854931306475","QC:argouml","5.81735823486955e-68"
"squid.S1155","1.23401336319679e-11","0.163420260838628","1.00938019697134e-08","0.146470992197924","2.31781669606203e-09","QC:argouml","5.40270611720129e-65"
"squid.S1157","0.525512478233665","-0.0153714320375531","1.19768615056771e-33","-0.00907425214632178","0.712796825731484","QC:argouml","4.5320251513527e-68"
"squid.S1160","0.0410830898893654","0.0494686568451288","5.44890607266425e-35","0.0401194553249846","0.103505441290441","QC:argouml","4.38618790998499e-68"
"squid.S1161","1.67941124971137e-12","0.169981092953533","8.12479118446403e-12","0.142809165177947","5.78390379911107e-09","QC:argouml","1.50685624224181e-65"
"squid.S1163","0.582561049080452","-0.0133110390446314","2.25760378203971e-34","-0.0109089532428867","0.658104076451583","QC:argouml","5.54425601513244e-68"
"squid.S1165","0.0674348115594929","0.0442879393282571","5.44890607266425e-35","0.0074368738244534","0.762896623744944","QC:argouml","4.38618790998499e-68"
"squid.S1166","1.88791417466842e-06","0.113772731135035","0.871813616486828","0.0389472780036199","0.113995429392911","QC:argouml","5.03524123969571e-66"
"squid.S1168","0.287200498934243","-0.025729416881407","7.07676512789951e-21","-0.01075062197275","0.662757615078789","QC:argouml","7.24386034752754e-67"
"squid.S1170","0.0478651440034717","0.047915674608263","1.39706503353653e-32","0.0223428565042272","0.364699915042443","QC:argouml","1.03977385597657e-67"
"squid.S1171","0.590275200719189","0.0130395520743841","1.39706503353653e-32","-0.00599554333079057","0.80784273148326","QC:argouml","1.03977385597657e-67"
"squid.S1172","0.0408066752503291","0.0494255391018663","6.78367737113967e-18","0.0584256570111502","0.0176897258913268","QC:argouml","6.33156690980175e-66"
"squid.S1181","0.00365311042496245","0.0703570465987251","2.31776069768074e-31","0.0291588788977439","0.236779587423433","QC:argouml","8.66485626404883e-68"
"squid.S1182","0.0296369931961571","0.0526706280881953","5.44890607266425e-35","0.0728020368255158","0.00310525226100851","QC:argouml","4.38618790998499e-68"
"squid.S1185","3.17468283239031e-05","0.100731217575417","2.025221064792e-31","0.0945555284848766","0.000120927485379219","QC:argouml","1.4333500046101e-67"
"squid.S1186","7.88735331072778e-05","0.0949845265509612","0.0176315887220422","0.10163833348236","3.57057352223786e-05","QC:argouml","1.84743204713043e-63"
"squid.S1188","8.89446728107567e-06","0.107584343543156","1.0426491364973e-27","0.137266268597084","2.21035173985349e-08","QC:argouml","4.99146450559202e-67"
"squid.S1192","2.25876203778621e-07","0.12416281891447","0.212001427732267","0.0610983096986809","0.0131103964446419","QC:argouml","3.35188744821826e-64"
"squid.S1193","0.368686253008554","-0.0217641407317302","2.025221064792e-31","-0.0171137587050381","0.487515143368082","QC:argouml","1.4333500046101e-67"
"squid.S1197","0.953183980987434","0.00141487634354705","1.82184705389958e-15","0.0175024247083778","0.47768174265975","QC:argouml","8.18952114680985e-66"
"squid.S1199","0.0426982796549579","0.049042971116365","2.76928752957557e-32","-0.00726641398345195","0.768173970866695","QC:argouml","3.90491505932559e-68"
"squid.S1210","0.383843400461739","0.0210842826824808","3.74842311021682e-33","0.0356943640612075","0.147506614123204","QC:argouml","8.00580382502484e-68"
"squid.S1213","6.19839344907581e-10","0.147072316591074","1.00370645050073e-10","0.0293086465701086","0.23437915979638","QC:argouml","1.24387601937529e-66"
"squid.S1214","0.176203572144605","-0.0327549342100326","3.08952394774122e-26","-0.0268440385887975","0.276101700677153","QC:argouml","7.93611681275196e-67"
"squid.S1215","0.000808141342098607","0.0811280844212186","1.28400904042373e-35","0.0861177706924627","0.000465519293833208","QC:argouml","3.37078178166273e-68"
"squid.S1221","0.477689340163875","-0.0171949335397514","3.61334432241831e-33","-0.0140919672289104","0.567548470306976","QC:argouml","8.51112874850206e-68"
